acmi-data-creator,wikidata-data-creator,acmi-data-work,wikidata-data-work
78741,Q330527,88028,Q766089
81072,Q6401926,94956,Q7733988
80785,Q454431,94406,Q3148584
80621,Q7380315,94068,Q7736766
29770,Q107740079,95058,Q536608
35650,Q4994308,93734,Q847276
47184,Q363005,90492,Q896103
47184,Q363005,88507,Q3442609
51239,Q7344476,94979,Q157044
81326,Q4155247,95405,Q748030
82963,Q3436087,115862,Q3424569
77722,Q6742516,84779,Q769337
78569,Q633631,87540,Q1133316
78570,Q547811,87540,Q1133316
78570,Q547811,95333,Q1574222
77683,Q1380961,84622,Q1412513
2955,Q454156,86650,Q3313626
25231,Q460299,83098,Q1198767
25231,Q460299,99299,Q1476143
81407,Q1455793,95632,Q170035
78915,Q2959760,88586,Q429520
35295,Q2975034,93524,Q727219
79843,Q385013,92480,Q7607057
27691,Q2563751,85656,Q116852
27691,Q2563751,93612,Q913545
27691,Q2563751,88507,Q3442609
23160,Q7175721,80960,Q7828633
76883,Q1573344,81367,Q472390
78661,Q83859,87816,Q2140490
77336,Q3614747,88684,Q846209
77336,Q3614747,83141,Q544780
77337,Q470260,88684,Q846209
77337,Q470260,83141,Q544780
25028,Q1582156,82904,Q2870390
25028,Q1582156,84568,Q147068
74449,Q3418301,66132,Q2777377
31619,Q974982,89678,Q4846669
31619,Q974982,97616,Q2037430
23527,Q104049,88436,Q4507741
77710,Q6794712,84668,Q543505
76858,Q166422,81290,Q2868433
80917,Q466631,94614,Q5965813
36740,Q365726,94654,Q83791
28949,Q332315,87009,Q953162
29204,Q4459998,87215,Q1678442
29205,Q769783,87215,Q1678442
68428,Q6178010,82089,Q7137311
30031,Q21414456,87979,Q3667104
25608,Q377920,83492,Q2302087
72491,Q361336,88137,Q686533
78778,Q7149902,88137,Q686533
74339,Q15500514,65590,Q4959606
75102,Q367073,70792,Q1195998
23348,Q736466,81092,Q190956
23348,Q736466,84587,Q1754287
80355,Q725395,93574,Q4353965
78453,Q5942253,87246,Q16988812
75051,Q1044521,70328,Q60374577
81701,Q17635072,98636,Q7993502
77189,Q1466493,82505,Q1660701
74533,Q46510839,66693,Q46511073
78375,Q1117163,95411,Q1640553
78375,Q1117163,86953,Q1541422
28182,Q1384672,86127,Q3713487
33839,Q5592226,92393,Q3339874
77647,Q5213738,84557,Q567936
71287,Q439364,88322,Q182944
61978,Q51516,88322,Q182944
61978,Q51516,87395,Q1516164
61978,Q51516,89907,Q1516164
37231,Q4216283,95083,Q962111
32955,Q385312,91475,Q2530135
83228,Q2793480,116212,Q3223294
79181,Q888053,89575,Q232250
76744,Q2156838,80886,Q3226418
80728,Q19665357,94301,Q3423109
81142,Q303695,95049,Q1809132
80453,Q7615002,93728,Q7782832
80989,Q80820700,94844,Q576583
80990,Q117071,94844,Q576583
25500,Q347545,83360,Q1620244
25500,Q347545,87609,Q3108556
25501,Q457269,83360,Q1620244
79628,Q99497273,91758,Q2410741
37208,Q610764,95067,Q467840
25897,Q7290527,83778,Q211206
78722,Q308840,87981,Q1195192
22855,Q538608,80789,Q1215865
22855,Q538608,84587,Q1754287
22855,Q538608,115689,Q736916
79129,Q87386,89411,Q1753610
83125,Q510692,116067,Q3548569
82981,Q711939,115880,Q478423
78313,Q25144,86665,Q1778856
39199,Q6830106,99020,Q1658943
31180,Q55362521,89252,Q675112
31181,Q594382,89252,Q675112
79271,Q5112930,89973,Q2338760
36112,Q928022,94200,Q283799
25891,Q3167058,83773,Q451568
37263,Q1807505,95096,Q7320611
76583,Q4978057,80013,Q5610898
83000,Q3130778,115894,Q3231505
27086,Q434145,90023,Q734186
27086,Q434145,85175,Q696413
79255,Q1644646,89948,Q832487
83234,Q3385795,116221,Q3222273
28320,Q1097982,86277,Q3824084
28321,Q1097982,86277,Q3824084
28322,Q367489,86277,Q3824084
37086,Q364421,94982,Q738662
34715,Q915916,93056,Q1855779
79117,Q15242529,89354,Q1907380
78800,Q518868,88175,Q1313063
79191,Q209471,89599,Q4900016
83317,Q937897,116451,Q109037499
31254,Q1741956,89329,Q18423
83248,Q957144,116244,Q1631673
78221,Q759186,86262,Q123166
26925,Q950428,85027,Q1140171
34498,Q1707954,94292,Q633171
33551,Q4935372,92355,Q2301516
77849,Q2886797,85185,Q12125820
80974,Q3180848,94827,Q1743785
80975,Q4712351,94827,Q1743785
29453,Q96024,87452,Q699490
78655,Q7347926,87809,Q1540554
79209,Q51559,89732,Q617874
73331,Q256671,108190,Q47138803
77545,Q3161017,84006,Q1058981
80229,Q6176140,93334,Q1476000
30718,Q3133463,88722,Q59318
83136,Q1894524,116084,Q3209725
75089,Q40701,70682,Q6940276
29813,Q36844215,87782,Q321454
80954,Q6794808,94734,Q318169
23583,Q7175107,81317,Q660245
35672,Q504708,93751,Q174785
79097,Q78159708,89313,Q764734
79297,Q64358,90143,Q828806
28289,Q289055,86250,Q76824
82181,Q1066361,115654,Q12054638
36711,Q720615,94623,Q1688884
83117,Q3385047,116057,Q3220825
81262,Q1389359,95212,Q655205
81263,Q2507259,95212,Q655205
77649,Q975488,84558,Q733968
29109,Q16734991,87153,Q7354481
78723,Q3017903,87982,Q309621
78376,Q1668336,86953,Q1541422
78588,Q4715237,87623,Q16207076
76228,Q1740242,78230,Q1425534
76229,Q6167893,78230,Q1425534
76230,Q7191821,78230,Q1425534
56034,Q22162556,92571,Q193573
56037,Q13522449,92571,Q193573
78369,Q6132186,86938,Q1027640
83278,Q965584,116288,Q2886062
23053,Q2627406,80906,Q22693221
37212,Q532444,95069,Q1404323
33436,Q3469510,92249,Q12194873
81237,Q951523,95166,Q25760
31710,Q4909112,89794,Q1553372
77823,Q991682,85080,Q1676429
80153,Q17126242,93138,Q832732
79607,Q1340923,94160,Q371456
79607,Q1340923,91638,Q935945
76147,Q106099,115916,Q3201466
30364,Q525109,88254,Q1089303
30364,Q525109,90412,Q987752
77428,Q3181549,83523,Q524323
80586,Q1089208,94011,Q3978030
79216,Q21468473,89772,Q774269
80818,Q5919037,94480,Q943003
37121,Q7184714,95001,Q7284451
37122,Q520038,95001,Q7284451
81527,Q7172696,97265,Q2061368
79980,Q618330,92783,Q1433152
33807,Q437696,92377,Q322105
80832,Q214959,94498,Q813097
28514,Q5495098,86461,Q679105
28515,Q1570158,86461,Q679105
77980,Q4727711,85525,Q5417859
76481,Q156178,79535,Q1196539
22244,Q5080538,79851,Q5467143
22245,Q3343763,79851,Q5467144
22859,Q369190,80794,Q1575490
22859,Q369190,87609,Q3108556
79004,Q7970037,88956,Q1400390
27082,Q862152,85174,Q937087
77843,Q862152,85174,Q937087
75180,Q3174949,71364,Q16668990
75180,Q3174949,116131,Q964722
83216,Q295257,116196,Q3024090
81290,Q1394956,95267,Q514701
80335,Q560108,93549,Q3569289
80221,Q454289,93310,Q838154
35024,Q524711,93310,Q838154
27706,Q5232946,85668,Q4880186
25466,Q4420064,83320,Q1621174
79331,Q716344,90405,Q739009
76603,Q367032,81186,Q162518
77825,Q3763577,85082,Q661660
26995,Q55465,85082,Q661660
70852,Q51472,85627,Q1795987
70852,Q51472,87800,Q547209
77807,Q7341609,85058,Q2300646
79099,Q6233736,89336,Q16536252
83288,Q326479,116298,Q2076920
81221,Q4865108,95150,Q1475460
81222,Q13220867,95150,Q1475460
28340,Q19504,86295,Q570143
77329,Q320036,84580,Q244929
76319,Q110188651,78651,Q110141668
79185,Q4572341,89585,Q7741659
31531,Q6769506,89585,Q7741659
21666,Q278657,89528,Q194801
21666,Q278657,79039,Q1167731
26550,Q1313523,84603,Q217220
77773,Q7025950,84976,Q1331230
77774,Q1452440,84976,Q1331230
80972,Q2740357,94825,Q162225
80973,Q267524,94825,Q162225
54300,Q2323271,93718,Q1257599
54296,Q441722,93718,Q1257599
37408,Q36842946,95214,Q2745551
26015,Q548834,83882,Q1169762
32979,Q63069,91498,Q329007
32979,Q63069,93732,Q316225
31810,Q6774064,89949,Q2565223
77723,Q7164357,84780,Q2607773
31587,Q738544,89637,Q185884
39018,Q963135,98657,Q319163
80042,Q5120506,92905,Q767643
58925,Q183141,92905,Q767643
34435,Q23930786,92748,Q126257
24731,Q138477,82485,Q760053
27107,Q2060877,85184,Q609467
79376,Q1392358,90520,Q3203606
84117,Q38054072,117400,Q6944677
79240,Q718098,89883,Q1451544
79581,Q1356738,91472,Q1778532
77974,Q3850417,85509,Q1752518
79766,Q363402,92324,Q320461
77955,Q15411273,85440,Q587891
82234,Q620568,115730,Q4158615
28552,Q357386,86481,Q1232912
32047,Q21932227,90267,Q2819763
79410,Q89510,90590,Q2162940
23515,Q3960172,81262,Q1194613
23516,Q120541,81262,Q1194613
78763,Q78924,88098,Q468484
78764,Q316957,88098,Q468484
66910,Q37079,94813,Q505790
71385,Q509219,94813,Q505790
16132,Q7678712,69386,Q7744230
34058,Q11704505,92456,Q2505604
79825,Q492515,92456,Q2505604
83048,Q3190965,115959,Q2995656
76878,Q312867,81348,Q4413321
75447,Q509916,73901,Q7813059
81306,Q3157185,95333,Q1574222
37627,Q2161544,98918,Q4198355
75147,Q1344057,71100,Q2023665
22361,Q1493931,80037,Q1170179
78065,Q6252013,85759,Q7692986
78106,Q49826204,85848,Q85811928
79182,Q474266,89580,Q4081063
79128,Q3472024,89410,Q3571203
31477,Q1668173,89543,Q585983
81001,Q23836180,94850,Q1810314
81002,Q23836181,94850,Q1810314
26114,Q7538599,83980,Q6946404
76747,Q4104608,115716,Q118976
76747,Q4104608,80895,Q118976
34931,Q4773499,93235,Q2985990
75065,Q108523821,70536,Q3319525
26685,Q6388331,84787,Q7723144
82175,Q117087,115651,Q672561
76120,Q6304487,77901,Q5223160
78444,Q93724490,87203,Q291170
34077,Q66070,92469,Q29600
37268,Q1494859,95100,Q1169589
77965,Q3045892,85483,Q925448
80377,Q3161218,93612,Q913545
80961,Q40791,94810,Q532372
2425,Q1892718,94810,Q532372
77541,Q5000732,89572,Q505525
77541,Q5000732,83997,Q1323446
26134,Q2536001,83997,Q1323446
26134,Q2536001,95200,Q2624506
83141,Q518295,116093,Q3425286
29544,Q6730240,87503,Q7744301
27313,Q543124,85358,Q1195311
80649,Q1279660,94106,Q1209390
32165,Q964595,90437,Q438272
32166,Q3127508,90437,Q438272
78030,Q463132,85675,Q213683
3939,Q1337411,94121,Q389791
32319,Q7417507,90567,Q4375931
54572,Q443995,93225,Q1753731
68117,Q598675,91460,Q729794
34967,Q651907,93267,Q4657454
25226,Q954997,83096,Q1280565
25229,Q7175748,83096,Q1280565
25229,Q7175748,94280,Q1468993
83908,Q3625017,117242,Q63799644
79620,Q16014846,91700,Q2363856
34609,Q22350647,92942,Q1961583
34610,Q704576,92942,Q1961583
26866,Q98828309,84975,Q7091069
80292,Q48741078,93468,Q56258974
35465,Q818119,116257,Q3232394
23934,Q6113675,81673,Q5377990
60224,Q6770148,91438,Q1631822
60223,Q6830725,91438,Q1631822
79561,Q720893,91438,Q1631822
79529,Q3014785,91222,Q1217549
76774,Q7417274,80982,Q7618838
71697,Q465229,94420,Q623615
36868,Q5562683,94821,Q1196384
67014,Q736300,94821,Q1196384
78900,Q40912,88489,Q1195274
34964,Q848276,93266,Q3187120
83158,Q106326,116113,Q16681709
79595,Q3016485,91594,Q749110
47175,Q173637,91594,Q749110
36826,Q3528710,94732,Q2142723
35626,Q7175502,93722,Q3099650
35627,Q197311,93722,Q3099650
75901,Q22102899,77175,Q12125040
81320,Q5334552,95391,Q1757754
77363,Q3431106,95185,Q3212483
77363,Q3431106,83247,Q1754454
76787,Q7299016,81003,Q5472705
79339,Q7027179,90432,Q7775405
81189,Q2224404,95105,Q1758078
71647,Q5107089,91096,Q5288674
26363,Q657354,84255,Q7757528
78633,Q2977901,87756,Q675044
78634,Q3292745,87756,Q675044
31767,Q978635,89882,Q2357585
36190,Q1645420,94283,Q686049
23055,Q1691570,80908,Q2605272
20324,Q3047744,77318,Q3566685
34649,Q24897478,92988,Q2610935
43662,Q173585,83247,Q1754454
31248,Q2262221,89314,Q697393
79098,Q650024,89314,Q697393
43920,Q19502065,88946,Q451603
80294,Q16028347,93469,Q631568
35212,Q1586638,93469,Q631568
71612,Q607247,116264,Q659442
78669,Q7172770,87831,Q752103
78670,Q1473065,87831,Q752103
78671,Q939117,87831,Q752103
35395,Q3441378,93573,Q5522034
31191,Q2975559,89256,Q2439201
80430,Q3476266,93698,Q7650375
80431,Q5239781,93698,Q7650375
77489,Q1106742,83802,Q1545298
34102,Q1287882,92482,Q1536239
80303,Q5506633,93486,Q627438
29352,Q5365602,87364,Q1353408
19627,Q40331340,76296,Q9158802
34717,Q7106096,93059,Q7336459
83055,Q728214,115971,Q347470
26323,Q7555555,84210,Q2389107
21685,Q13411072,90104,Q7092733
21771,Q3436417,79211,Q5928100
35423,Q59456260,93590,Q2924414
77617,Q3328202,84327,Q3020215
80970,Q5606541,94824,Q644554
64270,Q1161856,94824,Q644554
80971,Q1291210,94824,Q644554
22964,Q3753653,80844,Q1043604
81285,Q7145137,95264,Q218290
53406,Q6660328,94879,Q2542475
22956,Q945766,80837,Q2127397
1683,Q918762,83537,Q2158869
23639,Q3022742,81371,Q756329
9073,Q3101729,64815,Q4770992
31443,Q6078404,89525,Q3754263
31444,Q3229161,89525,Q3754263
32700,Q1691870,91133,Q6484016
80896,Q95857708,94596,Q76827
77508,Q22276911,83905,Q1171440
24465,Q1937093,82246,Q1751461
81233,Q1712414,95159,Q316018
81234,Q62956,95159,Q316018
5552,Q3056094,84882,Q222018
24303,Q1107744,82074,Q18417299
26516,Q75189137,84581,Q148204
37258,Q549821,95090,Q7802187
71842,Q22075531,87856,Q774416
50136,Q55800,93209,Q250954
34265,Q288424,92617,Q686902
29154,Q1275818,93525,Q7882960
29154,Q1275818,87166,Q1763158
76017,Q19879148,77577,Q2512149
76133,Q104866836,77927,Q97628058
31733,Q1354716,89825,Q200672
36184,Q4908995,94280,Q1468993
14898,Q59636684,67445,Q59636581
35533,Q5248446,93676,Q104881688
80166,Q97941815,93162,Q3098673
79421,Q1176945,90646,Q208263
79762,Q740758,92292,Q3273809
80769,Q2158449,94360,Q7775930
81435,Q22101749,96336,Q7428919
78454,Q1876364,87253,Q1169369
78287,Q234989,86496,Q2296376
35086,Q5563580,93366,Q2162663
78432,Q6688754,87166,Q1763158
78433,Q4767512,87166,Q1763158
80028,Q5558194,92869,Q683014
79383,Q2347045,90538,Q511914
79384,Q7174226,90538,Q511914
62132,Q6304164,80994,Q7760394
80238,Q7599466,93370,Q1523648
37303,Q723745,95128,Q810280
30494,Q329958,88385,Q2347518
38974,Q55245,98578,Q1658943
38975,Q6830106,98578,Q1658943
77567,Q5237811,84122,Q5247575
23006,Q1579876,80861,Q2132418
28425,Q55444,86375,Q2250137
29276,Q1138881,87285,Q777564
78964,Q3023094,88790,Q3221711
78965,Q1341481,88790,Q3221711
81123,Q1677186,95018,Q1591051
25644,Q6760626,83547,Q43303166
37440,Q1291693,95245,Q7307421
83139,Q2129634,116089,Q3057844
34627,Q3392879,92973,Q731164
